a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16
380,,7882500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7905000,,,,,,381,381,ranked_up_11,RANK/PRESTIGE_7
381,,7905000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7927500,,,,,,382,382,ranked_up_11,RANK/PRESTIGE_7
382,,7927500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7950000,,,,,,383,383,ranked_up_11,RANK/PRESTIGE_7
383,,7950000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7972500,,,,,,384,384,ranked_up_11,RANK/PRESTIGE_7
384,,7972500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,7995000,,,,,,385,385,ranked_up_11,RANK/PRESTIGE_7
385,,7995000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8017500,,,,,,386,386,ranked_up_11,RANK/PRESTIGE_7
386,,8017500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8040000,,,,,,387,387,ranked_up_11,RANK/PRESTIGE_7
387,,8040000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8062500,,,,,,388,388,ranked_up_11,RANK/PRESTIGE_7
388,,8062500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8085000,,,,,,389,389,ranked_up_11,RANK/PRESTIGE_7
389,,8085000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8107500,,,,,,390,390,ranked_up_11,RANK/PRESTIGE_7
390,,8107500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8130000,,,,,,391,391,ranked_up_11,RANK/PRESTIGE_7
391,,8130000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8152500,,,,,,392,392,ranked_up_11,RANK/PRESTIGE_7
392,,8152500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8175000,,,,,,393,393,ranked_up_11,RANK/PRESTIGE_7
393,,8175000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8197500,,,,,,394,394,ranked_up_11,RANK/PRESTIGE_7
394,,8197500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8220000,,,,,,395,395,ranked_up_11,RANK/PRESTIGE_7
395,,8220000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8242500,,,,,,396,396,ranked_up_11,RANK/PRESTIGE_7
396,,8242500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8265000,,,,,,397,397,ranked_up_11,RANK/PRESTIGE_7
397,,8265000,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8287500,,,,,,398,398,ranked_up_11,RANK/PRESTIGE_7
398,,8287500,22500,RANK/PRESTIGE_7,RANK/PRESTIGE_7,,8310000,,,,,,399,399,ranked_up_11,RANK/PRESTIGE_7
399,,8310000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8332500,,,,,,400,400,ranked_up_11,RANK/PRESTIGE_8
400,,8332500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8355000,,,,,,401,401,ranked_up_11,RANK/PRESTIGE_8
401,,8355000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8377500,,,,,,402,402,ranked_up_11,RANK/PRESTIGE_8
402,,8377500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8400000,,,,,,403,403,ranked_up_11,RANK/PRESTIGE_8
403,,8400000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8422500,,,,,,404,404,ranked_up_11,RANK/PRESTIGE_8
404,,8422500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8445000,,,,,,405,405,ranked_up_11,RANK/PRESTIGE_8
405,,8445000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8467500,,,,,,406,406,ranked_up_11,RANK/PRESTIGE_8
406,,8467500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8490000,,,,,,407,407,ranked_up_11,RANK/PRESTIGE_8
407,,8490000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8512500,,,,,,408,408,ranked_up_11,RANK/PRESTIGE_8
408,,8512500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8535000,,,,,,409,409,ranked_up_11,RANK/PRESTIGE_8
409,,8535000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8557500,,,,,,410,410,ranked_up_11,RANK/PRESTIGE_8
410,,8557500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8580000,,,,,,411,411,ranked_up_11,RANK/PRESTIGE_8
411,,8580000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8602500,,,,,,412,412,ranked_up_11,RANK/PRESTIGE_8
412,,8602500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8625000,,,,,,413,413,ranked_up_11,RANK/PRESTIGE_8
413,,8625000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8647500,,,,,,414,414,ranked_up_11,RANK/PRESTIGE_8
414,,8647500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8670000,,,,,,415,415,ranked_up_11,RANK/PRESTIGE_8
415,,8670000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8692500,,,,,,416,416,ranked_up_11,RANK/PRESTIGE_8
416,,8692500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8715000,,,,,,417,417,ranked_up_11,RANK/PRESTIGE_8
417,,8715000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8737500,,,,,,418,418,ranked_up_11,RANK/PRESTIGE_8
418,,8737500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8760000,,,,,,419,419,ranked_up_11,RANK/PRESTIGE_8
419,,8760000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8782500,,,,,,420,420,ranked_up_11,RANK/PRESTIGE_8
420,,8782500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8805000,,,,,,421,421,ranked_up_11,RANK/PRESTIGE_8
421,,8805000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8827500,,,,,,422,422,ranked_up_11,RANK/PRESTIGE_8
422,,8827500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8850000,,,,,,423,423,ranked_up_11,RANK/PRESTIGE_8
423,,8850000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8872500,,,,,,424,424,ranked_up_11,RANK/PRESTIGE_8
424,,8872500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8895000,,,,,,425,425,ranked_up_11,RANK/PRESTIGE_8
425,,8895000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8917500,,,,,,426,426,ranked_up_11,RANK/PRESTIGE_8
426,,8917500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8940000,,,,,,427,427,ranked_up_11,RANK/PRESTIGE_8
427,,8940000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8962500,,,,,,428,428,ranked_up_11,RANK/PRESTIGE_8
428,,8962500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,8985000,,,,,,429,429,ranked_up_11,RANK/PRESTIGE_8
429,,8985000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9007500,,,,,,430,430,ranked_up_11,RANK/PRESTIGE_8
430,,9007500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9030000,,,,,,431,431,ranked_up_11,RANK/PRESTIGE_8
431,,9030000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9052500,,,,,,432,432,ranked_up_11,RANK/PRESTIGE_8
432,,9052500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9075000,,,,,,433,433,ranked_up_11,RANK/PRESTIGE_8
433,,9075000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9097500,,,,,,434,434,ranked_up_11,RANK/PRESTIGE_8
434,,9097500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9120000,,,,,,435,435,ranked_up_11,RANK/PRESTIGE_8
435,,9120000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9142500,,,,,,436,436,ranked_up_11,RANK/PRESTIGE_8
436,,9142500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9165000,,,,,,437,437,ranked_up_11,RANK/PRESTIGE_8
437,,9165000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9187500,,,,,,438,438,ranked_up_11,RANK/PRESTIGE_8
438,,9187500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9210000,,,,,,439,439,ranked_up_11,RANK/PRESTIGE_8
439,,9210000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9232500,,,,,,440,440,ranked_up_11,RANK/PRESTIGE_8
440,,9232500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9255000,,,,,,441,441,ranked_up_11,RANK/PRESTIGE_8
441,,9255000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9277500,,,,,,442,442,ranked_up_11,RANK/PRESTIGE_8
442,,9277500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9300000,,,,,,443,443,ranked_up_11,RANK/PRESTIGE_8
443,,9300000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9322500,,,,,,444,444,ranked_up_11,RANK/PRESTIGE_8
444,,9322500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9345000,,,,,,445,445,ranked_up_11,RANK/PRESTIGE_8
445,,9345000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9367500,,,,,,446,446,ranked_up_11,RANK/PRESTIGE_8
446,,9367500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9390000,,,,,,447,447,ranked_up_11,RANK/PRESTIGE_8
447,,9390000,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9412500,,,,,,448,448,ranked_up_11,RANK/PRESTIGE_8
448,,9412500,22500,RANK/PRESTIGE_8,RANK/PRESTIGE_8,,9435000,,,,,,449,449,ranked_up_11,RANK/PRESTIGE_8
449,,9435000,22500,RANK/PRESTIGE_9,RANK/PRESTIGE_9,,9457500,,,,,,450,450,ranked_up_11,RANK/PRESTIGE_9
maxelder,395,,,,,,,,,,,,,,,
maxlifetime,449,,,,,,,,,,,,,,,
maxstandardrank,54,,,,,,,,,,,,,,,
